Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
27/02/2020,"2 BALLYNAKELLY RISE, NEWCASTLE, DUBLIN",Dublin 22,Dublin,"€237,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2019,"14 An Rian, Termonfeckin Road, Drogheda",,Louth,"€259,911.00",No,Yes,New Dwelling house /Apartment,
28/03/2018,"40 DE VESCI COURT, FAIRGREEN VILLAGE, PORTLAOISE",,Laois,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2019,"5 Shackleton Gate, Shackleton Park, Lucan",,Dublin,"€339,758.46",No,Yes,New Dwelling house /Apartment,
08/07/2021,"19 THE LAWNS, ABBEYLANDS, CLANE",,Kildare,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"BALLINVRAGNOSIG, RIVERSTICK, CORK",,Cork,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2016,"4 WENTHWORTH RISE, WENTWORTH PLACE, WICKLOW TOWN",,Wicklow,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2021,"44 COOLEEN AVE, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2021,"15 CROIT NA MARA, SALTHILL, GALWAY",,Galway,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2016,"30 Kylemore Estate, Ard Na Gaoithe, Cashel Road",,Tipperary,"€141,410.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/05/2013,"294 The Argyle, Custom House Harbour, IFSC",Dublin 1,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2015,"25 DONNYBROOK CT, BEECHHILL RD, DUBLIN 4",Dublin 4,Dublin,"€306,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/07/2018,"15 CHARLEVILLE SQ, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€627,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2020,"BATTYS LODGE, MONDANIEL, CORK",,Cork,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2010,"NO 9 Pebble Drive, Pebble Beach, Tramore",,Wexford,"€64,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"132 BLACKHALL SQ, NORTH BRUNSWICK ST, DUBLIN 7",Dublin 7,Dublin,"€128,239.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2021,"80 ASHBROOK, ENNISCORTHY, WEXFORD",,Wexford,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2019,"LONGHILL, RAMELTON, CO. DONEGAL",,Donegal,"€26,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2014,"13 GLASHEEN RD, GLASHEEN, CORK",,Cork,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2019,"9 SEAPOINT AVE, BLACKROCK, DUBLIN",,Dublin,"€675,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2012,"39  Danesfort, Old Galway Road, Athlone",,Roscommon,"€126,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2013,"5 Sycamore Grove, Crow Street, Gort",,Galway,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2019,"53 THE RAMPARTS, CABINTEELY, RAMPARTS DUBLIN 18",Dublin 18,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2017,"APT 1, BLK 6 CLARION QUAY APTS, EXCISE WALK DUBLIN 1",Dublin 1,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2018,"8 RIAIN OISIN, COIS CUAIN, SALTHILL",,Galway,"€336,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2019,"LAVAGH, BALLYHEELAN, KILNALECK",,Cavan,"€370,000.00",No,No,New Dwelling house /Apartment,
23/03/2017,"7 WHITETHORN AVE, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2020,"8 RYLAND WOOD HILL, BUNCLODY, WEXFORD",,Wexford,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2017,"GARDENHILL, CASTLECONNELL, LIMERICK",,Limerick,"€234,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2015,"No. 12 Beechlawn Heights, Beechlawn, Ballinasloe",,Galway,"€75,516.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2021,"37 CLOISTER AVE, BLACKROCK, DUBLIN",,Dublin,"€725,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2021,"2 Whitethorn Crescent, Naas",,Kildare,"€251,101.00",No,Yes,New Dwelling house /Apartment,
20/08/2014,"24 LYNWOOD, DUNDRUM, DUBLIN 16",,Dublin,"€566,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2019,"36 FRASCATI HALL, SWEETMANS AVE, BLACKROCK",,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2013,"2 Woodside Road, Sandyford, Dublin 16",,Dublin,"€217,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2019,"13 ROWAN DR, CASTLEBAR, MAYO",,Mayo,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2019,"33 Ardsolus, Old Naas Road, Brownsbarn",,Dublin,"€308,370.00",No,Yes,New Dwelling house /Apartment,
15/08/2018,"50A GODENBRIDGE AVENUE, KILMAINHAM, DUBLIN 8",Dublin 8,Dublin,"€391,550.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2018,"11 CROSTICK COURT, MEATH ST, DUBLIN 8",Dublin 8,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2018,"26 OLAF RD, STONEYBATTER, DUBLIN 7",Dublin 7,Dublin,"€331,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2015,"GORTLANDROE, NENAGH, CO TIPPERARY",,Tipperary,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2011,"115 Lake Drive, Kilminchy Village, Portlaoise",,Laois,"€114,537.44",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/05/2019,"4 KNOCKAVERRY, YOUGHAL, CORK",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2016,"21 Bramble Hill, Castletreasure, Douglas",,Cork,"€232,500.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/05/2013,"93 Bremore Castle, Balbriggan",,Dublin,"€116,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2017,"RATHBAWN, TULLOW, CARLOW",,Carlow,"€77,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2012,"3 Limekiln Hall, Dublin Road, Navan",,Meath,"€228,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2015,"10 ULSTER ST, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,"€371,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2021,"59 CATHERINE ST, LIMERICK, LIMERICK",,Limerick,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2015,"UNIT 6, GARNISH COURT, GLENGARRIFF",,Cork,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2021,"80 River Crescent, Virginia, County Cavan",,Cavan,"€246,696.03",No,Yes,New Dwelling house /Apartment,
14/11/2012,"6 Clonmore Court, Glasnevin, Dublin 11",,Dublin,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2018,"4 ASTNA STREET, CLONAKILTY, COUNTY CORK",,Cork,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2021,"96 LAKELANDS CLOSE, KILMACUD, STILLORGAN",,Dublin,"€565,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2013,"70 Raneleagh Road, Dublin 6",Dublin 6,Dublin,"€705,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2020,"ROSSARD, BUNCLODY, CO WEXFORD",,Wexford,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2022,"48 CROMCASTLE AVE, COOLOCK, DUBLIN 5",Dublin 5,Dublin,"€290,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/07/2019,"79 BARTON DR, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2016,"46 HARBOUR ROW, COBH, CO CORK",,Cork,"€42,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2016,"2 Ashbury, Church Road, Blackrock",,Cork,"€462,555.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
16/05/2014,"Waterunder, Mell",,Louth,"€212,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2016,"2 WOODVALE PARK, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2014,"44 MAIN STREET, TIPPERARY TOWN, CO TIPPERARY",,Tipperary,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2018,"59 CASTLE COURT, KILLINEY, DUBLIN",,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2014,"5 WESTERN TRCE, WESTERN ROAD, CORK",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2016,"44 FLORAVILLE AVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2017,"16 RIVERVALE, BRAY, CO WICKLOW",,Wicklow,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2015,"32MEADOW HILL, LETTERKENNY, DONEGAL",,Donegal,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2018,"1 DUN ESKER, POLLBOY, BALLINASLOE",,Galway,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2021,"BEALCRAGGA, CONNOLLY, CLARE",,Clare,"€86,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2021,"21  Glenn Rua, Courtbrack, Blarney",,Cork,"€281,938.00",No,Yes,New Dwelling house /Apartment,
28/04/2021,"43 ONYX, THE GRANGE, BREWERY ROAD",,Dublin,"€332,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2014,"No.1 Deerpark Avenue, Manor West, Tralee",,Kerry,"€114,537.43",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
18/05/2016,"83 BANGOR RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2017,"3 HILLCREST, BLACKWATER VILLAGE, CO WEXFORD",,Wexford,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2019,"2 WOODBROOK HALL, RIVERWOOD RD, CARPENTERSTOWN DUBLIN 15",Dublin 15,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2014,"13 WALNUT CT, DUBLIN 9, DUBLIN",,Dublin,"€427,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2012,"1 Laburnum Avenue, Forest Hill, Kilnagleary  Carrigaline",,Cork,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2015,"19 Ardcahon Way, Coolkellure, Lehenagh More",,Cork,"€207,600.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/09/2020,"128 PARK DRIVE AVE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2019,"BALLYGADDY, KILCOLMAN, BIRR",,Offaly,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2013,"27 Silk Park, Drogheda",,Louth,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2015,"24A PATRICIAN VILLAS, BLACKROCK, DUBLIN",,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2021,"16 ARD AN LOCHA, MOATE, WESTMEATH",,Westmeath,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2016,"RACECOURSE, CASHEL, TIPPERARY",,Tipperary,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2016,"29 Drom Sli, Courtbrack, Blarney",,Cork,"€303,964.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/11/2018,"RONINNIS, MILL RD, DUNGLOE",,Donegal,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"FLAT 1 83-85, 83-85 BRIDGE STREET, DUNDALK",,Louth,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2015,"15 WILLIAM STREET, LISTOWEL, CO KERRY",,Kerry,"€15,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2019,"3 Hazelwood Park, Foxwood, Waterford",,Waterford,"€207,886.00",No,Yes,New Dwelling house /Apartment,
28/08/2014,"50 OAKWOOD, MACROOM, CORK",,Cork,"€126,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2014,"373 Charlestown Centre, St Margaret's Road, Finglas",Dublin 11,Dublin,"€145,564.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2018,"178 APPLEWOOD HEIGHTS, GREYSTONES, WICKLOW",,Wicklow,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2018,"1 CONG ROAD, HEADFORD, COUNTY GALWAY",,Galway,"€167,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2021,"CLAHANE, BALLYARD, TRALEE",,Kerry,"€261,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2019,"No. 27 Dunville Avenue, Dunville, Athlumney",,Meath,"€248,150.00",No,Yes,New Dwelling house /Apartment,
29/10/2014,"MAIN ST, COOLANEY, SLIGO",,Sligo,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2010,"56 Achill Square, Waterville, Blanchardstown",,Dublin,"€220,264.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/07/2015,"TOMRILAND VILLA, TOMRILAND, ANNAMOE",,Wicklow,"€239,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2017,"34 ST COLUMBAS RD LOWER, DUBLIN 9, DUBLIN",Dublin 9,Dublin,"€442,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2012,"Apts 3 5 6 7 & 8, 22 William Street, Waterford",,Waterford,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2015,"1 FIRMOUNT, CARRIGAHORIG, NENAGH",,Tipperary,"€85,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2019,"CURLEW COTTAGE, MAHERAMORE, OUGHTERARD",,Galway,"€299,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2020,"51 The Drive, Bellingsfield, Naas",,Kildare,"€349,427.00",No,Yes,New Dwelling house /Apartment,
22/01/2018,"15 Gort Fada, Glounthaune, Co. Cork",,Cork,"€300,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/12/2013,"7 Hamilton Hall, Dunboyne",,Meath,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2017,"6 DUN NA MARA, YOUGHAL, CORK",,Cork,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2020,"18 Gandon Crescent, Gandon Park  Lucan",,Dublin,"€339,207.05",No,Yes,New Dwelling house /Apartment,
15/07/2014,"98 Rockview, Deerpark, Cashel",,Tipperary,"€60,800.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2016,"18 ROSEHILL, OCALLAGHAN STRAND, LIMERICK",,Limerick,"€244,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2017,"26 Laurel Avenue, Milltown",,Kerry,"€160,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
21/10/2019,"230 THE TRAMYARD, INCHICORE, DUBLIN",Dublin 8,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/01/2017,"17  The Rope Walk, Convent Garden, Kinsale",,Cork,"€215,859.03",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/12/2011,"15  Clarence Mangan Road, The Tenters, South Circular Road",Dublin 8,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2016,"18 MIMOSA HALL, THE GALLOPS, DUBLIN 18",Dublin 18,Dublin,"€102,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/07/2015,"Apartment 5, Roebuck Court, Clonskeagh Road",Dublin 14,Dublin,"€116,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2015,"Apt 15 Findlater, St. Lawrence, Howth",Dublin 13,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2021,"LAHARN, AGHINAGH DILIS, COACHFORD",,Cork,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2016,"23B MCKEE ROAD, FINGLAS, DUBLIN 11",,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2019,"33 Heathfield View, Heathfield, Finglas",,Dublin,"€263,876.00",No,Yes,New Dwelling house /Apartment,
18/11/2010,"24 Greenhills View, The Pines, Ballinasloe",,Galway,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2020,"APT 3, TENNIS COURT PAVILLION, KILMESSAN",,Meath,"€117,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2018,"20 GINGERSTOWN PARK, CARAGH, NAAS",,Kildare,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2021,"LA ROCHELLE, WHITEROCK HILL, WEXFORD",,Wexford,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2015,"47 Balally Park, Dundrum, Dublin 16",Dublin 16,Dublin,"€537,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2021,"64 THE HERMITAGE, MACROOM, CORK",,Cork,"€252,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/09/2017,"60 HIGHTHORN PARK, DUN LAOGHAIRE, CO DUBLIN",,Dublin,"€592,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2020,"COLLOPS, KINGSCOURT, CAVAN",,Cavan,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2012,"703 Goulyduff, Athy",,Kildare,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2016,"64 RIDDLESFORD, SOUTHERN CROSS, BRAY",,Wicklow,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2014,"APARTMENT 3 SUMMERHILL COURT, SUMMERHILL, CO MEATH",,Meath,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2015,"CLONSILLA, GOREY, WEXFORD",,Wexford,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2020,"44 The Way, Ledwill Park, Kilcock",,Kildare,"€281,938.33",No,Yes,New Dwelling house /Apartment,
04/11/2016,"72 SPRINGFIELD GROVE, ROSSMORE VILLAGE, DUNDRUM RD",,Tipperary,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2015,"TAMAROO, BARNTOWN, CO WXFORD",,Wexford,"€169,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2015,"38 ARD MICHAEL, BALINALEE RD, LONGFORD",,Longford,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2013,"51 The Meadows, Ballybrit, Galway",,Galway,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2010,"98 Darglewood, Knocklyon",Dublin 16,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2014,"27 CLEVEDON, LOWER KILMONEY RD, CARRIGALINE",,Cork,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2017,"5B FORT FIELD, KILLERISK, TRALEE",,Kerry,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2019,"27 HUNTSTOWN GLEN, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2019,"Apt 22 Bridgefield, Northwood, Santry Demesne",Dublin 9,Dublin,"€339,207.00",No,Yes,New Dwelling house /Apartment,
01/05/2020,"325B, OLD YOUGHAL RD, MAYFIELD",,Cork,"€146,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2018,"50 ST JOHNS WELL WAY, KILMAINHAM LANE, KILMAINHAM DUBLIN 8",Dublin 8,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2015,"706 ELM GREEN CLOSE, ELM PARK, CASTLETROY",,Limerick,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2011,"3 OAKFIELD PLACE, OFF LOMBARD STREET WEST, SOUTH CIRCULAR RD",,Dublin,"€343,275.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2016,"DRUMLEAGUE, LEITRIM PO, CARRICK ON SHANNON",,Leitrim,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2013,"19 MARY STREET SOUTH, DUNDALK",,Louth,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2018,"14 The Starlings, Shanganagh Road, Shankill",Dublin 18,Dublin,"€540,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
06/11/2015,"Apt 13, The Granary, Sleaveen Road  Macroom",,Cork,"€71,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/06/2012,"Caltragh, Sligo",,Sligo,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2019,"ARD BAN, MUFF, DONEGAL",,Donegal,"€100,000.00",No,Yes,New Dwelling house /Apartment,
07/11/2019,"30 CUL RONAIN PARK, BALLIVOR, MEATH",,Meath,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2010,"7 The Paddock, Enniscorthy",,Wexford,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/07/2019,"COOKSBOROUGH, CLOUGHAN, MULLINGAR",,Westmeath,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2021,"BALLYLANNIDY, SHANAWAY, ENNIS",,Clare,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2021,"12 RUSHBROOK CRESCENT, TEMPLEOGUE, DUBLIN 6W",,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2015,"AGHORT THE GLEN, ST FINIANS BAY, BALLINSKELLIGS P O",,Kerry,"€102,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2012,"Apt 57 Alliance Building, The Gasworks Barrow Street, South Lotts Road",,Dublin,"€160,048.57",No,No,Second-Hand Dwelling house /Apartment,
20/04/2017,"KILFITHMONE, BORRISOLEIGH, TIPPERARY",,Tipperary,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2017,"23 HOGAN VIEW, RICHMOND RD, DUBLIN 3",Dublin 3,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2018,"5 Coolmaine MewS, Kinsale Manor, Kinsale",,Cork,"€295,154.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/09/2021,"2 DELGANY OAKS, DELGANY, WICKLOW",,Wicklow,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2013,"21 Ratoath Drive, Finglas, Dublin 11",Dublin 11,Dublin,"€72,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2013,"Rampark, Jenkinstown, Dundalk",,Louth,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2015,"Roosky, Canningstown",,Cavan,"€101,321.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/11/2021,"49 GARDEN VILLAGE DR, KILPEDDER, WICKLOW",,Wicklow,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2019,"2 Beresford Court, Donabate",,Dublin,"€348,017.00",No,Yes,New Dwelling house /Apartment,
01/09/2014,"33 Castlepark Gardens Residence, Castlepark Road, Sandycove",,Dublin,"€308,370.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/06/2014,"7 DUNDRUM DR, TIPPERARY TOWN, TIPPERARY",,Tipperary,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2021,"27 CASTLEFIELD, STONEBRIDGE, DROMAHAIR",,Leitrim,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2011,"9 Oldtown Court, Sallins, Naas",,Kildare,"€467,500.00",No,No,Second-Hand Dwelling house /Apartment,
